item_category,item_name,item_after_discount,item_price,percentage_solds,item_rating,item_shipping,buyer_gender
Watches,Michael Kors Parker Women's Pink Dial Stainless Steel Band Chronograph Watch - MK6140,909.00SAR,675.49SAR,28,84,FREE Shipping,women
Watches,"Casio Men's Black Dial Leather Band Watch - MTP-1370L-1AV, Analog, Quartz",210.00SAR,135.00SAR,88,78,,men
Watches,"Casio Classic Unisex Gold Dial Resin Band Watch - MQ-24-9E, Analog, Quartz",45.00SAR,43.00SAR,,88,,Unisex
Watches,"Fossil Townsman Men'S Black Dial Stainless Steel Band Watch Me3107, Automatic, Analog",991.00SAR,692.99SAR,90,100,FREE Shipping,men
Watches,"Fossil Jacqueline Women'S Rose Gold Dial Stainless Steel Band Watch Es3546, Quartz, Analog","1,452.00SAR",384.00SAR,96,84,FREE Shipping,women
Watches,"Emporio Armani Classic Men'S Blue Dial Stainless Steel Band Watch Ar2477, Japanese Quartz, Analog","1,149.00SAR",689.99SAR,80,82,FREE Shipping,men
Watches,"Casio Watch For Men Stainless Steel Mtp 1374D 2Avdf, Analog",374.00SAR,225.00SAR,,88,,men
Watches,Michael Kors Skylar Champagne Dial Gold-tone Ladies Watch - MK5867,"1,013.00SAR",692.49SAR,30,100,FREE Shipping,
Watches,"Casio Women'S Gold Dial Stainless Steel Band Watch Ltp 1165N 9C, Quartz, Analog",193.00SAR,127.99SAR,80,90,,women
Watches,"Casio Enticer Men's Blue Dial Stainless Steel Band Watch - MTP-1335D-2AV, Analog, Quartz",,250.00SAR,,86,,men
Watches,"Diesel Mr. Daddy 2.0 Men'S Black Dial Stainless Steel Band Watch Dz7312, Japanese Quartz, Analog","1,502.00SAR",980.00SAR,50,82,,men
Watches,"Casio Women'S Blue Dial Stainless Steel Band Watch Ltp 1215A 2A2Df, Quartz, Analog",172.00SAR,98.99SAR,92,88,,women
Watches,Tissot T055.217.16.033.01 For Men Analog Casual Watch Leather,"1,840.00SAR","1,015.49SAR",25,76,FREE Shipping,men
Watches,"Casio Tough Solar Sports Men'S Black Dial Resin Band Watch Aq S810W 1Bv, Quartz, Analog",346.00SAR,210.00SAR,,90,,men
Watches,"Scuderia Ferrari Watch for Men , Quartz , Stainless Steel - 830635",,356.49SAR,62,100,FREE Shipping,men
Watches,"Emporio Armani Sportivo Men'S Black Dial Stainless Steel Band Watch Ar2457, Analog Quartz, Analog",947.00SAR,676.99SAR,25,90,FREE Shipping,men
Watches,"Burgi Women's Mother of Pearl Dial Leather Band Watch - BUR087BU, Analog, Swiss Quartz","2,240.00SAR",399.48SAR,70,,FREE Shipping,women
Watches,JBW Men's 10 YR Anniversary GMT Globetrotter 0.21 ctw Diamond Watch - J6365-10A,"2,243.00SAR",784.00SAR,,100,,men
Watches,"Citizen Watch for Men Stainless Steel Band , Analog, AN3600-59L","1,292.00SAR",562.49SAR,82,92,FREE Shipping,men
Watches,Casio His & Her Gold Dial Stainless Steel Band Couple Watch - MTP/LTP-V001G-9BUDF,,196.00SAR,,86,,
Watches,Hugo Boss Essential Men's Silver White Dial Stainless Steel Band Watch - 1513650,"1,125.00SAR",700.98SAR,50,,FREE Shipping,men
Watches,"Watch for Women by Tory Burch, Buddy Signature, Pink, Leather, trb2004","1,113.00SAR",529.48SAR,30,66,FREE Shipping,women
Watches,Akribos XXIV Women's Cream Dial Mixed Material Band Watch Set - AK766YG,909.00SAR,282.99SAR,18,94,FREE Shipping,women
Watches,Michael Kors Slim Runway Watch for Women - Analog Stainless Steel Band - MK3380,710.00SAR,559.48SAR,42,96,FREE Shipping,women
Watches,"Casio Men's Ana-Digi Dial Stainless Steel Band Watch - AW-82D-1AVDF, Quartz",336.00SAR,149.00SAR,98,80,,men
Watches,"Burberry BU9350 For Men (Analog, Casual Watch), Stainless Steel","2,865.00SAR","1,030.67SAR",86,92,FREE Shipping,men
Watches,"Fossil Pilot 54 Men'S Black Dial Leather Band Chronograph Watch Fs5157, Quartz, Analog",670.00SAR,387.99SAR,93,82,FREE Shipping,men
Watches,"JBW The G4 Calfskin Leather Band Men's Watch, 16 Diamonds, Swiss Multi-Function Movement (J6248LM)","4,481.00SAR",946.98SAR,11,78,FREE Shipping,men
Watches,"JBW Wrist Watch for Women Diamond Inlay 16 Piece , Leather ,J6345B","1,800.00SAR",559.00SAR,,90,,women
Watches,Michael Kors Darci Watch for Women - Analog Stainless Steel Band - MK3406,"1,127.00SAR",675.49SAR,60,92,FREE Shipping,women
Watches,"Casio Dual Time Anadigi AW-80D-1AV for Men (Digital, Casual Watch), Stainless Steel, Quartz",250.00SAR,117.49SAR,94,82,,men
Watches,"Akribos XXIV Men's Black Dial Leather Band Watch - AK769YG, Analog, Quartz","1,600.00SAR",205.49SAR,60,94,FREE Shipping,men
Watches,"Diesel Mr. Daddy Men'S Black Dial Leather Band Watch Dz7313, Japanese Quartz, Analog","1,345.00SAR",950.00SAR,45,82,,men
Watches,"Casio for Men - Analog Stainless Steel Band Watch - MTP-1183A-2A, Quartz",138.00SAR,87.97SAR,59,84,Eligible for FREE Shipping,men
Watches,"Casio Multi Lingual Data Bank Men'S Digital Dial Stainless Steel Band Watch Dbc 32D 1A, Quartz",210.00SAR,126.00SAR,92,84,Eligible for FREE Shipping,men
Watches,"Swarovski Crystalline Watch for Women Rose Gold Plated Analog, 5269250","1,997.00SAR",845.00SAR,,92,,women
Watches,Michael Kors Runway Women's Gold Dial Stainless Steel Band Watch - MK3222,762.00SAR,472.49SAR,57,100,FREE Shipping,women
Watches,Michael Kors Slim Runway Watch for Women - Analog Leather Band - MK2389,"1,061.00SAR",614.48SAR,66,100,FREE Shipping,women
Watches,Casio Standard Analog Watch MTP-1374D-2AV,288.75SAR,188.00SAR,,82,,
Watches,Michael Kors Darci Women's Champagne Dial Leather Band Watch - MK2391,968.00SAR,577.49SAR,81,100,FREE Shipping,women
Watches,Casio G-Shock Men's Watch GA100B-7ADR,672.00SAR,410.49SAR,33,90,FREE Shipping,men
Watches,Michael Kors Lexington Women's White Dial Stainless Steel Band Watch - MK3230,762.00SAR,568.48SAR,20,94,FREE Shipping,women
Watches,JBW Caden 0.08 ctw Diamond Men's Black Dial Genuine Leather Band Watch - J6374B,"1,499.00SAR",418.98SAR,42,50,FREE Shipping,men
Watches,JBW Men's G3 World Traveler Set 0.16 ctw Diamond Mesh Bracelet Watch - J6355-SetA,"4,623.00SAR",987.99SAR,28,86,FREE Shipping,men
Watches,Casio Men's Black Dial Silicone Band Watch - GA-1000-1ADR,"1,034.00SAR",960.49SAR,60,,FREE Shipping,men
Watches,"Fossil Nate Men'S Black Dial Stainless Steel Band Watch Jr1527, Quartz, Analog",775.00SAR,556.49SAR,51,86,FREE Shipping,men
Watches,"JBW Wrist Watch for Women Diamond Inlay 12 Piece , Stainless Steel ,J6346C","3,749.00SAR",832.48SAR,92,94,FREE Shipping,women
Watches,JBW Vanquish Men's Silver Pave Dial Stainless Steel Band Chronograph Watch - J6337C,"5,231.00SAR","1,234.00SAR",,40,,men
Watches,"Hugo Boss Dress Watch for Men , Stainless Steel , 1513597","1,345.00SAR",950.48SAR,16,70,FREE Shipping,men
Watches,"Casio Women'S Digital Dial Stainless Steel Band Watch La670Wa 1Df, Quartz",78.00SAR,69.00SAR,2,88,,women
Watches,August Steiner Men's Black Dial Metal Band Watch - AS8097SSB,693.00SAR,216.98SAR,96,68,FREE Shipping,men
Watches,Seiko Men's Black Dial Stainless Steel Band Watch - SNK375J1,691.00SAR,670.00SAR,,96,,men
Watches,"Lacoste Watch for Women , Quartz , Stainless Steel - 2001095",,258.98SAR,53,,FREE Shipping,women
Watches,JBW Victor Men's 16 Diamonds Black Dial Black Ion-Plated Stainless Steel Band Watch - JB-8102-G,"4,490.00SAR",753.98SAR,75,76,FREE Shipping,men
Watches,Casio Men Black Dial Resin Band Watch aeq-110bw-9a,313.95SAR,157.00SAR,,90,,men
Watches,"JBW Watch For men With 16 Diamonds, JB-8102-B","5,061.00SAR",753.98SAR,94,82,FREE Shipping,men
Watches,"Olivia Burton Marble Florals Dial Watch for Women, Analog, PU Leather Band - OB16CS19",805.00SAR,276.49SAR,40,,FREE Shipping,women
Watches,JBW Dress Watch For Men Analog Genuine Leather - JB-6101L-10C,"4,031.00SAR",735.99SAR,25,100,FREE Shipping,men
Watches,Lacoste Casual Watch For Women Analog Silicone - 2001024,895.00SAR,388.00SAR,40,,FREE Shipping,women
Watches,"Emporio Armani Men'S Silver Dial Stainless Steel Band Luigi Watch Ar11132, Quartz, Analog","1,327.00SAR",758.98SAR,60,92,FREE Shipping,men
Watches,"Burberry Men's Gold Dial Leather Band Watch - BU9011, Analog, Swiss Quartz","1,625.00SAR",696.49SAR,58,94,FREE Shipping,men
Watches,JBW Victor Men's 16 Diamonds Gold Dial Gold-Plated Stainless Steel Band Watch - JB-8102-A,"3,374.00SAR",711.48SAR,53,74,FREE Shipping,men
Watches,Akribos XXIV Men's Classic Bubble Crystal 3 Interchangeable Leather Watch Set - AK1104RGBU-S,,260.48SAR,93,94,FREE Shipping,men
Watches,"Akribos XXIV Men's Brown Dial Leather Band Watch - AK916RG, Analog, Japanese Quartz Movement","1,490.00SAR",228.99SAR,90,84,FREE Shipping,men
Watches,"Akribos XXIV Men's Black Dial Stainless Steel Band Watch - AK901YGB, Analog, Japanese Quartz Movement","2,240.00SAR",139.48SAR,80,76,Eligible for FREE Shipping,men
Watches,"August Steiner Men's Black Dial Stainless Steel Band Watch - AS8050RG, Analog, Swiss Quartz","1,490.00SAR",233.49SAR,88,94,FREE Shipping,men
Watches,"August Steiner Men's Gun/White Dial Metal Band Watch - AS8102BK, Analog, Japanese Quartz","1,670.00SAR",199.49SAR,77,70,Eligible for FREE Shipping,men
Watches,"Burberry Women's Silver Dial Stainless Steel Band Watch - BU9144, Analog, Quartz","2,455.00SAR","1,005.98SAR",90,100,FREE Shipping,women
Watches,"Burberry BU9019
 Mens Analog Leather Watch","1,625.00SAR",689.98SAR,73,90,FREE Shipping,men
Watches,Burberry Women's Gold Dial Stainless Steel Band Watch - BU9235,"2,960.00SAR","1,031.49SAR",50,100,FREE Shipping,women
Watches,Casio MTP-1314D-2A Analog Quartz Stainless Steel Casual Watch for Men - Silver,400.00SAR,104.98SAR,73,90,Eligible for FREE Shipping,men
Watches,"Watch for Men by Casio , Analog , Chronograph , Stainless Steel , Silver , MTP-1374D-2AV",269.00SAR,186.48SAR,80,90,Eligible for FREE Shipping,men
Watches,"Casio GA-100B-4A For Men- Analog-Digital, Casual Watch, Resin, Quartz",885.00SAR,399.81SAR,77,90,FREE Shipping,men
Watches,Casio Women's Analog Dial Stainless Steel  Band Watch - LTP-1308SG-7AVDF,263.00SAR,154.98SAR,79,88,Eligible for FREE Shipping,women
Watches,"Casio EF-558D-7A For Men-Analog, Sport Watch, Stainless Steel",931.00SAR,411.13SAR,54,86,FREE Shipping,men
Watches,"Emporio Armani Men'S Blue Dial Leather Band Watch Ar2479, Quartz, Analog","1,038.00SAR",646.99SAR,33,40,FREE Shipping,men
Watches,"Emporio Armani Men'S Silver Dial Stainless Steel Band Watch Ar6073, Analog","1,150.00SAR",839.99SAR,95,92,FREE Shipping,men
Watches,"Emporio Armani Watch For Men Leather Quartz Ar1945, Analog",980.00SAR,529.48SAR,41,78,FREE Shipping,men
Watches,"Esprit Casual Watch for Women , Digital , Stainless Steel Band , ES1L036M0085",437.00SAR,226.49SAR,90,88,FREE Shipping,women
Watches,"Esprit Casual Watch for Women , Analog , Stainless Steel Band , ES1L038M0105",568.00SAR,288.99SAR,87,100,FREE Shipping,women
Watches,Scuderia Ferrari Forza Men's Black Dial Silicone Band Watch - 830574,585.00SAR,377.99SAR,47,86,FREE Shipping,men
Watches,Scuderia Ferrari Men's Grey  Dial Color Rubber Band Watch - 830342,"1,045.00SAR",543.98SAR,31,,FREE Shipping,men
Watches,Hugo Boss Men's Black Dial Silicone Band Watch - 1513116,685.00SAR,435.98SAR,98,96,FREE Shipping,men
Watches,Invicta Pro Diver Men's Black Dial Stainless Steel Band Automatic Watch - INVICTA-8926,680.40SAR,429.48SAR,17,84,FREE Shipping,men
Watches,Invicta Pro Diver Men's Black Dial Stainless Steel Band Automatic Watch - INVICTA-8929OB,"1,181.00SAR",413.98SAR,22,90,FREE Shipping,men
Watches,JBW Victory Women's 16 Diamonds Mother of Pearl Dial Stainless Steel Band Watch - JB-6210-N,"5,587.00SAR",774.48SAR,95,88,FREE Shipping,women
Watches,JBW Caden 0.08 ctw Diamond Men's Green Dial Genuine Leather Band Watch - J6374A,"1,499.00SAR",418.98SAR,70,96,FREE Shipping,men
Watches,"JBW Laurel Watch for Women , Stainless Steel , 9 Diamonds , J6330I","4,110.00SAR",706.99SAR,53,92,FREE Shipping,women
Watches,JBW Delmare Men's 4 Genuine Diamonds Silicone Watch - J6359D,"2,624.00SAR",575.99SAR,72,92,FREE Shipping,men
Watches,Michael Kors Lexington Women's White Dial Stainless Steel Band Watch - MK3229,762.00SAR,564.98SAR,28,76,FREE Shipping,women
Watches,Puma Casual Watch For Men Analog Stainless Steel - PU103951004,679.00SAR,262.98SAR,67,94,FREE Shipping,men
Watches,"T5 Watch For Men [Rubber,Chronograph]-H3397G-B",440.00SAR,115.49SAR,40,86,Eligible for FREE Shipping,men
Watches,Tissot Dress Watch For Women Analog Stainless Steel - T072.210.11.038.00,"1,740.00SAR",960.49SAR,20,,FREE Shipping,women
